CO_ANO,CO_MES,KG_LIQUIDO,KG_LIQUIDO_pred_mm,KG_LIQUIDO_pred_s_mm,erro_mm,erro_s_mm,train_size_anos,ad,mm,date,CO_MES_1,CO_MES_2,CO_MES_3,CO_MES_4,CO_MES_5,CO_MES_6,CO_MES_7,CO_MES_8,CO_MES_9,CO_MES_10,CO_MES_11,CO_MES_12,md
2007.0,8.0,53557361.0,58213561,62620730,4656200.0,9063369.0,5.0,1,,,,,,,,,,,,,,,
2007.0,8.0,53557361.0,57891088,63464092,4333727.0,9906731.0,5.0,2,,,,,,,,,,,,,,,
2007.0,8.0,53557361.0,60822722,60682063,7265361.0,7124702.0,5.0,5,,,,,,,,,,,,,,,
2008.0,1.0,46410648.0,49772320,44668616,3361672.0,1742032.0,5.0,1,,,,,,,,,,,,,,,
2008.0,1.0,46410648.0,43149520,47889064,3261128.0,1478416.0,5.0,3,,,,,,,,,,,,,,,
2008.0,1.0,46410648.0,50923224,44403320,4512576.0,2007328.0,5.0,8,,,,,,,,,,,,,,,
2008.0,6.0,48933900.0,55112461,52268698,6178561.0,3334798.0,5.0,1,,,,,,,,,,,,,,,
2008.0,6.0,48933900.0,58204364,52072678,9270464.0,3138778.0,6.0,1,,,,,,,,,,,,,,,
2008.0,6.0,48933900.0,52437109,55439722,3503209.0,6505822.0,5.0,6,,,,,,,,,,,,,,,
2008.0,6.0,48933900.0,50715399,55425148,1781499.0,6491248.0,5.0,8,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,72584456,52193725,12903727.0,33294458.0,5.0,1,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,69217759,49499709,16270424.0,35988474.0,6.0,1,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,72083673,48772387,13404510.0,36715796.0,7.0,1,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,73472123,49520887,12016060.0,35967296.0,8.0,1,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,70304528,48939060,15183655.0,36549123.0,9.0,1,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,79245837,46288007,6242346.0,39200176.0,10.0,1,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,84564150,45140993,924033.0,40347190.0,11.0,1,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,76839562,46701091,8648621.0,38787092.0,12.0,1,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,73000168,47893469,12488015.0,37594714.0,13.0,1,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,55905415,55774948,29582768.0,29713235.0,5.0,8,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,60712924,50890314,24775259.0,34597869.0,6.0,8,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,56648008,46245951,28840175.0,39242232.0,7.0,8,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,58024196,50049980,27463987.0,35438203.0,8.0,8,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,66140725,49901073,19347458.0,35587110.0,9.0,8,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,64089408,51218105,21398775.0,34270078.0,10.0,8,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,55320645,50431901,30167538.0,35056282.0,11.0,8,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,55267353,43277660,30220830.0,42210523.0,12.0,8,,,,,,,,,,,,,,,
2016.0,5.0,85488183.0,60564414,51769003,24923769.0,33719180.0,13.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,108795052,67553782,91458018.0,50216748.0,5.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,84802011,66411619,67464977.0,49074585.0,6.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,91648067,63930596,74311033.0,46593562.0,7.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,97265307,69805489,79928273.0,52468455.0,8.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,88542403,70997485,71205369.0,53660451.0,9.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,95441752,69438523,78104718.0,52101489.0,10.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,96107025,62470790,78769991.0,45133756.0,11.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,95253924,67253140,77916890.0,49916106.0,12.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,95812868,72258838,78475834.0,54921804.0,13.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,92965888,69202028,75628854.0,51864994.0,14.0,1,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,67238465,69964956,49901431.0,52627922.0,5.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,72542576,63238812,55205542.0,45901778.0,6.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,64113552,65662946,46776518.0,48325912.0,7.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,67722823,66925078,50385789.0,49588044.0,8.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,66774680,61930587,49437646.0,44593553.0,9.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,76639511,66203536,59302477.0,48866502.0,10.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,63071249,61732171,45734215.0,44395137.0,11.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,58313211,68253961,40976177.0,50916927.0,12.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,69522883,60517175,52185849.0,43180141.0,13.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,66797078,72681053,49460044.0,55344019.0,14.0,6,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,46444949,62049016,29107915.0,44711982.0,5.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,44971024,63788176,27633990.0,46451142.0,6.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,49056143,64302477,31719109.0,46965443.0,7.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,51233969,65000892,33896935.0,47663858.0,8.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,47815072,69225380,30478038.0,51888346.0,9.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,49941128,67923420,32604094.0,50586386.0,10.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,52351892,74094822,35014858.0,56757788.0,11.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,52088133,64417771,34751099.0,47080737.0,12.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,55652814,63870917,38315780.0,46533883.0,13.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,55688780,70841167,38351746.0,53504133.0,14.0,7,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,54055552,58553284,36718518.0,41216250.0,5.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,61379511,75447961,44042477.0,58110927.0,6.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,59695567,64113896,42358533.0,46776862.0,7.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,59102988,71676504,41765954.0,54339470.0,8.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,69754724,72415538,52417690.0,55078504.0,9.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,57634910,65610845,40297876.0,48273811.0,10.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,67128224,71085805,49791190.0,53748771.0,11.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,64216467,66487382,46879433.0,49150348.0,12.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,65971858,67444988,48634824.0,50107954.0,13.0,8,,,,,,,,,,,,,,,
2018.0,3.0,17337034.0,69573708,73373587,52236674.0,56036553.0,14.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,163535862,157860603,81608782.0,75933523.0,5.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,168212713,154561880,86285633.0,72634800.0,6.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,163641224,170860798,81714144.0,88933718.0,7.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,172665977,157795280,90738897.0,75868200.0,8.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,170378358,154948992,88451278.0,73021912.0,9.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,168057571,173564355,86130491.0,91637275.0,10.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,171073425,160804616,89146345.0,78877536.0,11.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,161332299,165432386,79405219.0,83505306.0,12.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,173740142,159829077,91813062.0,77901997.0,13.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,164364420,149390964,82437340.0,67463884.0,14.0,1,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,160503336,151760787,78576256.0,69833707.0,5.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,166848857,160942460,84921777.0,79015380.0,6.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,161508871,158697542,79581791.0,76770462.0,7.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,157791914,167826267,75864834.0,85899187.0,8.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,167862893,155987436,85935813.0,74060356.0,9.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,168927180,153688478,87000100.0,71761398.0,10.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,158105681,162630965,76178601.0,80703885.0,11.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,173646387,163564074,91719307.0,81636994.0,12.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,173308850,153641279,91381770.0,71714199.0,13.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,166424274,176437948,84497194.0,94510868.0,14.0,3,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,168704136,159961610,86777056.0,78034530.0,5.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,166183451,154346091,84256371.0,72419011.0,6.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,164177633,161586872,82250553.0,79659792.0,7.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,159656511,150472072,77729431.0,68544992.0,8.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,170883930,159554984,88956850.0,77627904.0,9.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,158015308,178782028,76088228.0,96854948.0,10.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,167874091,160920795,85947011.0,78993715.0,11.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,169204450,145752335,87277370.0,63825255.0,12.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,169167992,163539286,87240912.0,81612206.0,13.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,169747829,167705958,87820749.0,85778878.0,14.0,4,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,155332716,155747262,73405636.0,73820182.0,5.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,151683692,150813152,69756612.0,68886072.0,6.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,152964805,159878510,71037725.0,77951430.0,7.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,156944665,156182681,75017585.0,74255601.0,8.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,150186429,162151443,68259349.0,80224363.0,9.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,160967127,162292179,79040047.0,80365099.0,10.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,167521351,157946819,85594271.0,76019739.0,11.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,169265383,164232598,87338303.0,82305518.0,12.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,154987581,157372039,73060501.0,75444959.0,13.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,163563261,150279079,81636181.0,68351999.0,14.0,5,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,79894438,161863998,2032642.0,79936918.0,5.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,73772413,168209895,8154667.0,86282815.0,6.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,59109880,158855119,22817200.0,76928039.0,7.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,70388283,157719689,11538797.0,75792609.0,8.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,78563273,168899007,3363807.0,86971927.0,9.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,91268392,160871339,9341312.0,78944259.0,10.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,106825822,158124361,24898742.0,76197281.0,11.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,100239553,158663644,18312473.0,76736564.0,12.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,97160961,174261408,15233881.0,92334328.0,13.0,8,,,,,,,,,,,,,,,
2018.0,10.0,81927080.0,83622210,158522691,1695130.0,76595611.0,14.0,8,,,,,,,,,,,,,,,
2007.0,11.0,56522721.0,64477380,65874889,7954659.0,9352168.0,5.0,2,,,,,,,,,,,,,,,
2007.0,11.0,56522721.0,69442821,61787135,12920100.0,5264414.0,5.0,3,,,,,,,,,,,,,,,
2007.0,11.0,56522721.0,68032676,67772885,11509955.0,11250164.0,5.0,4,,,,,,,,,,,,,,,
2007.0,11.0,56522721.0,65443324,66234480,8920603.0,9711759.0,5.0,5,,,,,,,,,,,,,,,
2007.0,11.0,56522721.0,51566100,65550841,4956621.0,9028120.0,5.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,92074307,43032805,47768189.0,1273313.0,5.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,88454587,51532752,44148469.0,7226634.0,6.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,89314191,53205407,45008073.0,8899289.0,7.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,89457231,51971006,45151113.0,7664888.0,8.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,86540889,46204521,42234771.0,1898403.0,9.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,84787402,54511469,40481284.0,10205351.0,10.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,84910444,55674290,40604326.0,11368172.0,11.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,87074758,53392169,42768640.0,9086051.0,12.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,82698925,55078116,38392807.0,10771998.0,13.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,87580323,52642288,43274205.0,8336170.0,14.0,2,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,28487383,44783609,15818735.0,477491.0,5.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,32576226,45611452,11729892.0,1305334.0,6.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,32818601,47811475,11487517.0,3505357.0,7.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,34291910,53503407,10014208.0,9197289.0,8.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,34811296,52529323,9494822.0,8223205.0,9.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,30572509,49935412,13733609.0,5629294.0,10.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,32357686,49010573,11948432.0,4704455.0,11.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,33028003,51669476,11278115.0,7363358.0,12.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,35879205,47116384,8426913.0,2810266.0,13.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,36870657,47580095,7435461.0,3273977.0,14.0,7,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,38976838,45523102,5329280.0,1216984.0,5.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,34965381,51388794,9340737.0,7082676.0,6.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,36616133,50485626,7689985.0,6179508.0,7.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,35582477,49927508,8723641.0,5621390.0,8.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,36792008,49661799,7514110.0,5355681.0,9.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,38509371,48186279,5796747.0,3880161.0,10.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,43126953,50543623,1179165.0,6237505.0,11.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,42081956,52896552,2224162.0,8590434.0,12.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,32876999,50396196,11429119.0,6090078.0,13.0,8,,,,,,,,,,,,,,,
2018.0,4.0,44306118.0,37283585,47843937,7022533.0,3537819.0,14.0,8,,,,,,,,,,,,,,,
2008.0,8.0,88526491.0,58807234,61044914,29719257.0,27481577.0,5.0,3,,,,,,,,,,,,,,,
2008.0,8.0,88526491.0,56818858,61139371,31707633.0,27387120.0,6.0,3,,,,,,,,,,,,,,,
2008.0,8.0,88526491.0,57338260,61545326,31188231.0,26981165.0,5.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,102883281,61793280,87537286.0,46447285.0,5.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,102243357,68408815,86897362.0,53062820.0,6.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,107124466,69941451,91778471.0,54595456.0,7.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,105015031,65531254,89669036.0,50185259.0,8.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,94927861,70796890,79581866.0,55450895.0,9.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,97014244,61598680,81668249.0,46252685.0,10.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,106934917,65404233,91588922.0,50058238.0,11.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,110161652,66019854,94815657.0,50673859.0,12.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,105886401,67545060,90540406.0,52199065.0,13.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,99634345,60927919,84288350.0,45581924.0,14.0,3,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,65167325,62002255,49821330.0,46656260.0,5.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,70041487,62801029,54695492.0,47455034.0,6.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,64527468,72355346,49181473.0,57009351.0,7.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,63601680,64304410,48255685.0,48958415.0,8.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,61822857,61182263,46476862.0,45836268.0,9.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,65996370,64714520,50650375.0,49368525.0,10.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,64357438,64433731,49011443.0,49087736.0,11.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,64462664,61381824,49116669.0,46035829.0,12.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,62752507,63644868,47406512.0,48298873.0,13.0,8,,,,,,,,,,,,,,,
2018.0,5.0,15345995.0,65481494,67253746,50135499.0,51907751.0,14.0,8,,,,,,,,,,,,,,,
2007.0,9.0,50424205.0,83451495,61104491,33027290.0,10680286.0,5.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,150661303,157052907,31092317.0,37483921.0,5.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,139805925,160321220,20236939.0,40752234.0,6.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,154162245,152836274,34593259.0,33267288.0,7.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,153225821,151471707,33656835.0,31902721.0,8.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,171552530,146376064,51983544.0,26807078.0,9.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,164465366,152499685,44896380.0,32930699.0,10.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,152938883,152719861,33369897.0,33150875.0,11.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,155525814,153658245,35956828.0,34089259.0,12.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,152793915,159897502,33224929.0,40328516.0,13.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,165964675,164301372,46395689.0,44732386.0,14.0,4,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,148412799,147388379,28843813.0,27819393.0,5.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,160759138,163660529,41190152.0,44091543.0,6.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,152156898,144683512,32587912.0,25114526.0,7.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,148909574,157889456,29340588.0,38320470.0,8.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,146374778,155866669,26805792.0,36297683.0,9.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,158861482,149931061,39292496.0,30362075.0,10.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,153613477,146781343,34044491.0,27212357.0,11.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,169789394,168754319,50220408.0,49185333.0,12.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,144077784,152408534,24508798.0,32839548.0,13.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,154035866,160460280,34466880.0,40891294.0,14.0,6,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,134805927,150029932,15236941.0,30460946.0,5.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,137638680,155410369,18069694.0,35841383.0,6.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,133608325,164869709,14039339.0,45300723.0,7.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,126404426,157151148,6835440.0,37582162.0,8.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,135666229,157357243,16097243.0,37788257.0,9.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,142117448,158854084,22548462.0,39285098.0,10.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,147988482,150289716,28419496.0,30720730.0,11.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,147578219,146930867,28009233.0,27361881.0,12.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,139450412,149589636,19881426.0,30020650.0,13.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,134882613,151845787,15313627.0,32276801.0,14.0,7,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,154188998,142749109,34620012.0,23180123.0,5.0,8,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,141218392,149865737,21649406.0,30296751.0,6.0,8,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,138563893,149628970,18994907.0,30059984.0,7.0,8,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,137268748,147792479,17699762.0,28223493.0,8.0,8,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,139007554,137977952,19438568.0,18408966.0,9.0,8,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,125832520,162090705,6263534.0,42521719.0,10.0,8,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,148352248,147709953,28783262.0,28140967.0,11.0,8,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,148788423,147326566,29219437.0,27757580.0,12.0,8,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,156164010,165629520,36595024.0,46060534.0,13.0,8,,,,,,,,,,,,,,,
2019.0,1.0,119568986.0,132158346,146272055,12589360.0,26703069.0,14.0,8,,,,,,,,,,,,,,,
2008.0,2.0,14695417.0,40683832,37119354,25988415.0,22423937.0,5.0,5,,,,,,,,,,,,,,,
2008.0,2.0,14695417.0,40834651,40369157,26139234.0,25673740.0,5.0,6,,,,,,,,,,,,,,,
2008.0,2.0,14695417.0,38580318,35977605,23884901.0,21282188.0,5.0,7,,,,,,,,,,,,,,,
2008.0,2.0,14695417.0,43576832,36295627,28881415.0,21600210.0,5.0,8,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,32400757,28948159,23705972.0,20253374.0,5.0,5,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,31992609,32455812,23297824.0,23761027.0,6.0,5,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,28618343,33211093,19923558.0,24516308.0,7.0,5,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,24618906,26805882,15924121.0,18111097.0,8.0,5,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,25088563,21713980,16393778.0,13019195.0,9.0,5,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,24523733,27580020,15828948.0,18885235.0,5.0,6,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,21978464,31834279,13283679.0,23139494.0,6.0,6,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,20346770,37288207,11651985.0,28593422.0,7.0,6,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,12337460,22921025,3642675.0,14226240.0,8.0,6,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,13495901,25731577,4801116.0,17036792.0,9.0,6,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,23326515,26706719,14631730.0,18011934.0,5.0,7,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,19697474,30298798,11002689.0,21604013.0,6.0,7,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,17928017,35048675,9233232.0,26353890.0,7.0,7,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,11122923,26397489,2428138.0,17702704.0,8.0,7,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,11492005,21764421,2797220.0,13069636.0,9.0,7,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,23696690,32522939,15001905.0,23828154.0,5.0,8,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,33379424,36316626,24684639.0,27621841.0,6.0,8,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,33500997,35681322,24806212.0,26986537.0,7.0,8,,,,,,,,,,,,,,,
2012.0,2.0,8694785.0,29437002,32609391,20742217.0,23914606.0,8.0,8,,,,,,,,,,,,,,,
2013.0,2.0,12115066.0,26277369,24008568,14162303.0,11893502.0,5.0,5,,,,,,,,,,,,,,,
2013.0,2.0,12115066.0,23421646,26865773,11306580.0,14750707.0,6.0,5,,,,,,,,,,,,,,,
2013.0,2.0,12115066.0,29107319,28618349,16992253.0,16503283.0,7.0,5,,,,,,,,,,,,,,,
2013.0,2.0,12115066.0,31262972,27457680,19147906.0,15342614.0,8.0,5,,,,,,,,,,,,,,,
2013.0,2.0,12115066.0,24752406,25108226,12637340.0,12993160.0,9.0,5,,,,,,,,,,,,,,,
2013.0,2.0,12115066.0,21789685,22937594,9674619.0,10822528.0,10.0,5,,,,,,,,,,,,,,,
